Machine,DebugSize,DebugRVA,MajorImageVersion,MajorOSVersion,ExportRVA,ExportSize,IatVRA,MajorLinkerVersion,MinorLinkerVersion,NumberOfSections,SizeOfStackReserve,DllCharacteristics,ResourceSize,BitcoinAddresses
332,0,0,0,4,0,0,223380,2,50,5,1048576,0,576,0
332,0,0,0,5,0,0,323584,9,0,4,1048576,32768,2496,0
34404,28,16736,502,5,19920,86,16384,10,0,6,1048576,448,960,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
452,84,50672,10,10,0,0,139264,14,10,6,262144,49472,6312,0
34404,84,4168240,10,10,4587584,148,4041856,14,10,7,262144,16736,68352,0
332,0,0,0,5,0,0,0,60,164,4,1048576,0,0,0
332,0,0,1,4,0,0,0,2,3,8,2097152,0,3044,0
332,0,0,0,4,127904,69,4096,8,0,4,1048576,0,2328,0
34404,28,581968,0,5,642432,290,581632,10,0,6,1048576,320,920,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,0,5,0,0,208896,9,0,4,1048576,0,0,0
332,0,0,8,10,245760,81,0,6,0,12,0,0,43708,0
332,0,0,0,4,71392,70,4096,8,0,4,1048576,0,576,0
332,0,0,8,4,0,0,0,6,0,3,1048576,0,3848,0
332,56,284088,0,4,0,0,8192,48,0,3,1048576,34112,1304,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
34404,84,52192,10,10,0,0,45424,14,10,6,524288,49504,1336,0
332,56,4096,10,10,0,0,0,14,10,2,262144,1344,2520,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1136,0
332,0,0,0,4,0,0,16384,1,71,4,1048576,0,21768,0
34404,84,2664752,0,6,2909488,192,2383872,14,0,8,1048576,16736,3568,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,6,6,0,0,0,9,0,1,262144,1344,1056,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0
332,0,0,0,4,0,0,16384,6,0,5,1048576,0,40960,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0
332,28,183276,0,4,0,0,8192,11,0,3,1048576,34144,1152,0
332,0,0,7,7,339968,114,0,9,0,10,0,0,41200,0
332,0,0,0,5,0,0,106496,9,0,4,1048576,32768,12480,0
332,0,0,9,9,395288,112,0,7,0,3,0,0,1816,0
332,28,653780,0,4,0,0,8192,48,0,3,1048576,34144,1208,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,9,8,288704,68,0,6,1,3,0,0,1764,0
34404,28,168800,0,5,205088,254,167936,10,0,9,1048576,320,1136,0
332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,24956,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0
332,28,4992,8,5,0,0,4096,8,0,4,1048576,32768,46420,0
34404,28,5056,1,6,27408,70,4096,9,0,5,262144,320,1280,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,0,5,0,0,24576,10,0,5,1048576,32832,9988,0
332,28,6816,0,4,0,0,4096,6,0,3,1048576,0,12689,0
332,28,374912,0,5,0,0,372736,9,0,6,1048576,33088,401360,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
34404,56,655504,0,5,0,0,0,11,0,4,0,320,1204,0
332,0,0,1,4,0,0,4096,6,0,4,1048576,0,233472,0
332,0,0,1,4,0,0,0,6,0,10,1048576,0,2172,0
332,0,0,0,4,0,0,0,2,25,4,1048576,0,47268,0
332,0,0,0,4,0,0,0,2,25,3,1048576,0,108,0
332,0,0,1,4,0,0,0,2,8,7,2097152,0,227840,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1248,0
332,28,4672,6,6,2162560,79,4096,9,0,4,262144,320,1096,1
332,0,0,0,4,0,0,0,2,25,6,0,1,512,0
34404,28,20480,0,4,36864,145,41368,2,28,10,2097152,0,0,0
34404,28,4976,6,6,0,0,4096,9,0,5,524288,33088,2496,0
332,56,119280,0,5,0,0,118784,11,0,5,1048576,33088,620472,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1000,0
332,0,0,0,5,0,0,77824,9,0,5,1048576,32768,86996,0
332,0,0,0,4,0,0,278528,6,0,4,1048576,0,10152,0
332,0,0,0,4,0,0,4096,5,12,3,1048576,0,0,0
34404,28,8464,6,6,8368,81,0,9,0,3,262144,320,1040,0
332,0,0,0,4,0,0,0,5,0,5,1048576,0,0,0
332,0,0,0,4,0,0,8192,5,12,4,1048576,0,286204,0
332,28,4096,0,6,4128,56,0,14,10,2,1048576,1344,81596,0
332,0,0,0,4,0,0,0,5,12,4,1048576,0,772,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,9206,0
34404,28,65376,0,5,0,0,0,8,0,6,0,320,1456,0
332,56,2195012,0,4,0,0,8192,48,0,3,1048576,34144,95432,0
332,28,25072,0,4,0,0,8192,48,0,3,1048576,34144,1792,0
332,0,0,0,5,0,0,86016,9,0,5,1048576,32768,130836,0
332,28,38544,9,5,0,0,65536,9,0,5,1048576,32832,69680,0
332,0,0,0,5,0,0,204800,9,0,11,1048576,0,0,0
332,0,0,0,4,0,0,8192,8,0,3,1048576,1344,1112,0
332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1080,0
332,0,0,0,4,28432,79,20480,8,0,6,1048576,64,7357,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,768,0
34404,84,4096,10,10,4192,592,0,14,10,2,262144,352,1008,0
332,84,21408,10,10,99216,155,106496,14,10,6,262144,16704,1376,0
34404,28,4704,6,6,27152,569,4096,8,0,5,262144,64,1104,0
34404,28,5472,8,5,98480,217,4096,8,0,5,1048576,0,1580,0
332,0,0,0,4,0,0,0,2,25,8,1048576,0,308,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,28,33392,0,4,44288,211,32768,3,10,5,1048576,0,12120,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0
332,0,0,3,4,0,0,16384,8,0,4,1048576,0,81808,0
332,0,0,0,4,0,0,42212,2,50,5,1048576,0,99676,0
332,0,0,8,10,293444,132,0,8,0,3,0,0,2424,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1448,0
332,28,185472,0,8,190091,93,716747,31,23,10,1048576,0,1419,0
332,28,4768,6,6,96144,166,4096,9,0,4,262144,448,4048,0
34404,84,78320,10,10,83344,184,67600,14,10,7,262144,16736,1056,0
332,0,0,6,10,297088,68,0,8,2,3,0,0,1964,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1688,0
332,28,4336,0,4,0,0,262976,8,0,5,1048576,0,976,0
34404,28,6544,6,6,279136,106,4096,9,0,6,262144,320,149904,0
332,84,7600,10,10,7504,84,0,14,10,3,262144,17728,1032,0
332,0,0,0,4,0,24,204800,7,6,4,1048576,0,512,0
34404,56,4096,10,6,0,0,0,14,12,2,1048576,352,74072,0
332,28,20720,0,4,0,0,20480,7,0,5,1048576,0,63576,0
332,0,0,0,5,0,0,238000,18,0,4,1048576,33024,2084,0
332,0,0,8,6,344064,145,0,8,0,7,0,0,5592,0
332,28,4848,1,6,51856,704,4096,9,0,4,262144,320,24456,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1008,0
332,28,1105336,0,4,0,0,8192,11,0,3,1048576,34112,1168,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0
332,28,115184,0,5,0,0,114688,10,0,5,327680,33088,33208,0
332,56,528284,0,5,0,0,0,11,0,4,0,34112,1180,0
34404,84,393136,10,10,568384,1760,378240,14,10,7,262144,16736,5664,0
332,0,0,0,4,0,0,0,5,12,3,1048576,0,172,0
332,28,5024,6,6,201920,317,4096,9,0,4,262144,320,1008,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0
332,28,24912,0,5,32960,165,24576,10,0,5,1048576,320,928,0
332,0,0,0,4,0,0,65793,2,50,5,1048576,0,227740,0
332,84,247104,10,10,0,0,929792,14,10,5,262144,49472,84168,0
332,56,119280,0,5,0,0,118784,11,0,5,1048576,33088,620472,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
34404,28,133348,0,4,0,0,0,48,0,2,4194304,34144,1188,0
332,84,7328,10,10,7232,84,0,14,10,3,262144,17728,1040,0
332,0,0,0,4,0,0,0,6,0,3,1048576,0,2476,0
34404,84,820288,10,10,862032,4028,740296,14,10,7,262144,16736,1336,0
332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1448,0
332,0,0,0,4,0,0,0,5,12,4,1048576,0,69168,0
332,0,0,0,4,17616,68,4096,0,0,4,1048576,0,23224,0
332,0,0,0,5,65536,261,32768,11,0,9,1048576,0,2544,0
34404,84,1459760,10,10,0,0,1254968,14,10,7,1048576,49504,849792,0
332,28,4096,0,6,0,0,0,14,10,2,1048576,1344,8516,0
332,0,0,0,4,0,0,12288,6,0,3,1048576,0,0,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
332,56,435916,0,4,0,0,8192,48,0,3,1048576,34144,1148,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,56,119280,0,5,0,0,118784,11,0,5,1048576,33088,620472,0
332,0,0,0,4,0,0,0,2,25,6,0,1,512,0
34404,84,88048,10,10,0,0,81040,14,10,7,524288,49504,2128,0
332,0,0,0,4,0,0,286720,6,0,6,1048576,0,38608,0
332,0,0,0,5,0,0,49152,9,0,4,1048576,32768,48096,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1456,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,16928,0
332,0,0,0,4,0,0,4504,2,50,10,1048576,0,49852,0
332,56,4096,10,10,0,0,0,14,10,2,262144,1344,29264,0
332,0,0,0,4,0,0,8192,5,12,4,1048576,0,305184,0
332,0,0,0,4,0,0,40960,6,0,5,1048576,0,16240,0
34404,84,289344,10,10,0,0,253672,14,10,7,524288,49504,169776,0
332,0,0,10,5,0,0,16384,10,0,5,1048576,33088,20056,0
332,0,0,0,4,0,0,319488,8,0,5,1048576,34112,1616,0
332,28,4096,10,5,0,0,73728,10,0,5,1048576,32832,30064,0
332,0,0,0,5,0,0,0,10,0,3,1048576,33088,32424,0
332,0,0,0,5,0,0,159744,9,0,9,1048576,0,2496,0
332,0,0,0,4,0,0,338944,2,50,7,1048576,0,37040,0
332,56,239296,0,5,0,0,0,11,0,4,0,34112,1306,0
34404,0,0,0,5,83728,2194,69632,10,0,6,1048576,320,0,0
332,0,0,0,5,0,0,4096,9,0,3,1048576,32768,5568,0
332,28,102952,0,4,0,0,8192,8,0,3,1048576,1344,15588,0
332,0,0,0,4,0,0,75940,2,50,4,1048576,0,4708,0
332,0,0,0,5,0,0,69632,10,0,4,1048576,32768,16776,0
332,0,0,0,4,0,0,0,6,0,3,1048576,0,163968,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,1520,0
332,0,0,0,4,0,0,0,2,25,6,0,1,2560,0
332,0,0,0,5,0,0,126976,9,0,4,1048576,32768,12480,0
34404,28,4304,6,6,33072,351,49152,11,0,6,262144,16736,1000,0
332,28,4096,0,5,0,0,65536,6,0,5,1048576,320,25816,0
332,0,0,0,4,31584,76,4096,7,10,5,1048576,0,18264,0
332,0,0,0,4,0,0,0,2,25,8,1048576,0,32256,0
332,0,0,0,4,0,0,0,7,0,4,1048576,0,504709,0
332,0,0,0,5,0,0,4096,9,0,8,1048576,32768,12480,0
332,0,0,0,5,0,0,0,10,0,3,1048576,32832,16864,0
332,0,0,6,4,0,0,28672,6,0,6,1048576,32768,24208,0
332,84,43440,10,10,120688,171,126976,14,10,5,262144,16704,1080,0
34404,28,5200,6,6,433888,116,4096,9,0,5,262144,64,1032,0
34404,84,143392,0,6,181504,116,122880,14,10,7,1048576,16736,992,0
332,0,0,0,5,0,0,106496,9,0,8,1048576,0,392,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0
34404,84,37056,10,10,0,0,33664,14,10,7,524288,49504,28120,0
332,0,0,0,4,0,0,274964,2,50,9,1048576,0,0,0
332,56,16448,10,6,72176,159,86016,14,12,5,1048576,320,1048,0
332,0,0,0,5,73728,260,36864,11,0,14,1048576,0,2786,0
332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1576,0
332,0,0,6,6,0,0,0,9,0,1,262144,1344,1557200,0
332,84,113520,10,10,512672,141,520192,14,10,6,262144,16704,12792,0
34404,28,111440,0,5,147296,222,110592,10,0,8,1048576,320,1264,0
332,0,0,0,5,0,0,69632,10,0,4,1048576,32768,15458,0
332,0,0,0,4,0,0,8192,8,0,3,1048576,1344,1648,0
34404,28,4800,6,6,25632,827,4096,9,0,5,262144,320,1520,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,84,12536,0,6,20480,94,16384,14,10,6,1048576,320,1224,0
332,0,0,0,4,0,0,16384,8,0,4,1048576,0,58904,0
332,28,4736,6,6,106736,107,4096,9,0,4,262144,320,1288,0
332,0,0,0,4,0,0,0,5,12,3,1048576,0,292,0
332,0,0,0,5,0,0,16384,9,0,9,1048576,0,3112,0
34404,84,46176,0,5,56736,552,40960,14,0,7,1048576,352,1460,1
332,0,0,0,4,0,0,230336,2,50,5,1048576,0,6004,0
332,0,0,0,5,0,0,196608,9,0,7,1048576,0,2824,0
332,0,0,0,4,0,0,0,0,57,2,0,1,174,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,0,4,0,0,0,0,57,2,1048576,0,264,0
332,112,9830960,0,6,9985568,2080,6217728,14,0,8,1048576,16704,904,0
332,0,0,0,4,65536,115,0,5,0,9,1048576,0,24472,0
332,0,0,0,5,0,0,450560,10,0,7,1048576,1082,83924,0
34404,84,572000,10,10,763312,116,513256,14,10,7,262144,16736,1344,0
34404,84,8960,10,10,0,0,8464,14,10,6,524288,49504,75600,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,10,10,386156,68,0,6,0,3,0,0,928,0
332,28,4304,6,6,24272,191,4096,9,0,5,262144,320,1000,0
34404,84,57952,10,10,0,0,52496,14,10,6,524288,49504,2072,0
34404,0,0,0,4,1863680,26479,1893212,2,29,12,2097152,0,1640,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0
332,28,20832,0,5,24144,2512,20480,10,0,5,1048576,320,928,0
332,56,3372720,6,6,3557648,318,3751936,14,0,7,262144,16704,1112,0
332,0,0,0,5,160708,132,106560,26,18,8,1048576,0,1658,0
332,0,0,0,4,0,0,20752,2,50,10,1048576,0,49852,0
332,0,0,0,5,0,0,8192,9,0,5,1048576,32768,9816,0
332,0,0,0,5,0,0,0,9,0,4,4194304,32768,162764,0
332,28,8774896,10,10,15369232,106,8773632,12,0,5,1048576,320,1024,0
332,0,0,0,5,0,0,299008,9,0,7,1048576,32768,6672,0
34404,56,8684864,10,6,9383856,66720,6905856,14,12,7,1048576,16736,1414816,0
34404,84,14736,10,10,14608,128,0,14,10,4,262144,352,1088,0
332,0,0,0,5,74244,132,137692,25,17,7,1048576,0,1658,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
332,0,0,0,5,0,0,8192,9,0,3,1048576,0,0,0
332,0,0,4,4,0,0,0,6,0,3,1048576,0,2480,0
34404,56,4096,10,10,4192,802,0,12,10,2,262144,352,1000,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1120,0
332,0,0,0,5,0,0,0,2,25,4,1048576,3,298800,0
332,0,0,0,4,15184,73,4096,8,0,4,1048576,0,54344,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1200,0
332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1304,0
332,0,0,0,5,21136,119,4096,9,0,4,1048576,0,36104,0
332,0,0,0,4,130288,71,4096,7,10,4,1048576,0,1904,0
332,0,0,8,5,4096,4096,16277672,6,4,3,1048576,0,88,0
332,0,0,0,4,0,0,86016,6,0,5,1048576,0,36592,0
332,0,0,7,10,0,0,0,7,0,8,1048576,0,99628,0
332,28,283728,0,4,0,0,8192,8,0,3,1048576,1344,1216,0
332,0,0,8,8,0,0,0,8,0,7,1048576,0,25524,0
332,0,0,0,4,0,1674620928,4096,6,0,5,1048576,0,1784,0
34404,28,122880,0,4,0,0,144448,2,28,9,2097152,32768,1256,0
332,28,20720,0,4,0,0,20480,7,0,5,1048576,0,63576,0
332,0,0,6,6,0,0,0,9,0,1,262144,1344,9945416,0
34404,84,8928,10,10,0,0,8464,14,10,7,524288,49504,1032,0
332,28,5136,6,6,0,0,4096,9,0,4,262144,33088,205168,0
332,28,410984,0,4,0,0,8192,48,0,3,1048576,34144,1288,0
332,56,153896,0,4,0,0,8192,48,0,3,1048576,34144,8872,0
332,28,425984,0,4,426336,341,422132,7,10,8,1048576,0,1032,1
332,0,0,0,1,0,0,176476,2,18,4,4096,0,0,0
34404,28,6608,6,6,875008,162,4096,9,0,5,262144,320,348576,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1528,0
332,28,111152,0,5,0,0,110592,9,0,13,1048576,32768,8576,0
332,0,0,0,4,0,0,20480,7,0,4,1048576,0,70080,0
332,0,0,0,4,0,0,8192,5,12,4,1048576,0,834556,0
34404,28,5936,6,6,178752,104,4096,9,0,5,262144,320,33136,0
332,0,0,5,5,0,0,430080,12,0,4,1048576,64,0,0
332,0,0,0,5,0,0,8192,9,0,6,1048576,1024,7936,0
332,0,0,0,4,0,0,0,0,57,2,0,1,174,0
34404,28,28672,0,4,0,0,45816,2,25,9,2097152,32768,1256,0
34404,84,109008,10,10,122784,168,96272,14,10,6,262144,16736,1040,0
332,28,57472,0,4,59088,205,57344,8,0,7,1048576,64,1052,0
34404,28,20480,0,4,0,0,37156,2,28,9,2097152,32768,1256,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
332,0,0,7,8,382080,100,0,9,0,3,0,0,840,0
332,56,89808,0,6,98080,312,53248,14,10,5,1048576,320,1296,0
332,0,0,0,5,0,0,0,2,25,4,1048576,3,112232,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0
34404,28,6032,6,6,516944,522,4096,9,0,6,262144,320,31808,0
34404,0,0,6,6,0,0,0,9,0,1,262144,64,62952,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
332,28,70064,0,4,0,0,69632,8,0,5,1048576,0,47004,0
34404,84,84608,10,10,96960,632,74408,14,10,6,262144,16736,1104,0
332,28,4464,6,6,35296,2159,4096,9,0,4,262144,320,1008,0
332,84,4832,10,10,0,0,61440,14,10,6,262144,49472,2056,0
332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1328,0
332,28,92772,0,4,0,0,90112,6,0,4,1048576,0,66184,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,992,0
332,0,0,0,4,0,0,0,5,0,3,1048576,0,103984,0
332,0,0,0,4,0,0,65793,2,50,5,1048576,0,227740,0
332,0,0,0,5,0,0,4096,9,0,4,1048576,1024,888,0
34404,28,8592,0,5,0,0,8192,10,0,6,1048576,33088,2412,0
332,0,0,0,5,0,0,24576,10,0,5,1048576,32832,56952,0
332,0,0,0,5,0,0,4096,9,0,4,1048576,32768,18624,0
34404,84,119920,10,10,141344,176,106984,14,10,6,262144,16736,72360,0
332,0,0,0,4,40960,72,0,2,25,9,1048576,0,16384,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
332,0,0,5,6,54208,128,40960,12,0,6,1048576,320,856,0
34404,84,532448,10,10,550160,1144,503296,14,10,7,262144,16736,23008,0
332,0,0,0,4,0,0,273856,2,50,10,1048576,0,20568,0
34404,56,4096,10,10,4192,2390,0,12,10,2,262144,352,984,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0
332,0,0,6,5,275644,112,275400,9,4,3,0,0,4944,0
332,28,11868,0,4,0,0,8192,11,0,3,1048576,34112,1016,0
452,56,23052,0,4,0,0,0,48,0,2,1048576,34112,1620,0
34404,84,13168,10,10,14336,568,12560,14,10,6,262144,16736,992,0
332,0,0,0,4,0,0,8192,8,0,3,1048576,1344,1664,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1320,0
34404,28,79828,0,5,0,0,0,11,0,3,0,33088,1132,0
332,0,0,1,4,0,0,0,6,0,6,1048576,0,10328,0
332,56,282240,0,5,0,0,0,11,0,4,0,34112,1216,0
332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1264,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,0,5,0,0,200704,10,0,5,1048576,32768,2430,0
332,0,0,0,4,18096,131,4096,8,0,4,1048576,0,20224,0
332,28,20704,0,4,0,0,20480,7,10,4,1048576,0,269472,0
34404,28,14000,0,6,0,0,12288,14,0,6,1048576,33120,0,0
332,84,557248,0,6,558896,7484,503808,14,0,5,1048576,16704,1200,0
332,0,0,0,4,0,0,12288,5,12,4,1048576,0,1244,0
332,28,230240,0,4,0,0,8192,8,0,3,1048576,1344,1056,0
332,0,0,0,4,0,0,58396,2,50,4,1048576,0,2424,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0
332,28,4816,6,6,110608,1995,4096,9,0,4,262144,320,1320,0
332,0,0,0,4,16256,68,4096,0,0,4,1048576,0,23224,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
332,28,4352,10,6,284656,119372,430080,12,0,5,1048576,320,1000,0
332,0,0,0,4,0,0,326588,2,50,7,1048576,0,37040,0
332,0,0,0,5,0,0,98304,9,0,4,8000000,32768,38608,0
332,0,0,0,4,0,0,73728,6,0,4,1048576,0,31080,0
332,0,0,0,4,17248,70,4096,8,0,4,1048576,0,1312,0
332,28,77808,0,5,0,0,69632,9,0,5,1048576,33088,107816,0
34404,28,4272,6,6,0,0,4096,9,0,5,262144,320,2048,0
34404,28,119696,5,6,140368,9908,98304,14,0,8,1048576,352,1280,0
332,84,7552,0,6,28672,190,12288,14,10,6,1048576,320,1192,0
34404,28,4640,6,6,33936,71,4096,9,0,5,262144,64,1626376,1
34404,84,520176,10,10,534304,440,416704,14,10,6,262144,16736,992,0
332,84,8144,10,10,8048,80,0,14,10,3,262144,17728,1024,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
332,0,0,0,4,0,0,0,5,12,4,1048576,0,8536,0
332,0,0,0,5,0,0,98304,9,0,8,1048576,0,6720,0
332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1384,0
34404,84,73360,0,5,97120,6588,61440,14,0,7,1048576,352,1460,0
332,0,0,0,4,305664,770,299008,6,0,5,1048576,0,1064,0
332,0,0,0,5,0,0,327680,9,0,3,1048576,32768,2496,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1440,0
332,28,12568,0,4,0,0,8192,48,0,3,1048576,34144,1148,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3112,0
332,0,0,9,6,255180,68,255000,9,0,3,0,0,968,0
332,0,0,0,4,122880,80,0,2,25,7,0,1,3584,0
332,28,4672,6,6,68768,3132,4096,9,0,4,262144,320,1048,0
332,0,0,0,4,0,0,282072,2,50,10,1048576,0,20568,0
34404,28,4592,6,6,64896,131,4096,9,0,5,262144,320,1000,0
332,0,0,0,4,0,0,24576,9,0,4,1048576,32768,6776,0
332,0,0,0,4,0,0,32768,7,0,4,1048576,0,175584,0
332,0,0,0,5,0,0,0,42,176,5,1048576,0,0,0
332,28,4912,6,6,161984,5046,4096,9,0,4,262144,320,2032,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1392,0
332,0,0,0,4,0,0,8192,5,12,4,1048576,0,5396,0
332,30,279976,0,5,0,0,178720,10,0,4,1048576,33024,1440,0
332,0,0,0,4,0,0,32768,7,0,4,1048576,0,167581,0
332,0,0,0,5,0,0,0,9,0,5,1048576,33088,19280,0
332,28,1622964,0,5,0,0,0,8,0,5,0,34112,1332,0
332,0,0,8,5,0,0,0,8,0,2,1048576,1088,182696,0
34404,84,272576,10,10,316624,124,227400,14,10,6,262144,16736,13032,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,28,78512,0,4,0,0,8192,48,0,3,1048576,34144,1160,0
34404,28,7376,6,6,657472,1391,4096,9,0,5,262144,320,1008,0
34404,84,21744,10,10,36864,85,0,14,10,10,262144,16736,1088,0
34404,84,13312,10,10,0,0,12560,14,10,6,524288,49504,2096,0
332,0,0,0,5,0,0,12288,9,0,7,1048576,0,19184,0
34404,28,6672,6,6,494016,142,4096,9,0,5,262144,320,36200,0
34404,84,630320,10,10,635504,120,270336,14,10,6,262144,16736,5080,0
34404,84,38512,10,10,40576,208,34224,14,10,6,262144,16736,1440,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3152,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,0,4,65536,115,0,5,0,8,1048576,0,54972,0
332,28,41088,0,4,69520,101,40960,8,0,8,1048576,0,13528,0
332,84,7120,10,10,7024,80,0,14,10,3,262144,17728,1040,0
34404,28,37276,0,5,0,0,0,11,0,3,0,33088,1260,0
34404,84,446144,10,10,568880,324,416736,14,10,7,262144,16736,1032,0
332,0,0,0,5,0,0,176128,10,0,5,1048576,33024,264156,0
332,0,0,0,4,0,0,8192,5,12,4,1048576,0,26304,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,0,4,0,0,8192,6,0,4,1048576,0,768,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0
332,28,31206,0,5,0,0,4096,7,0,3,1048576,32768,691669,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
34404,28,50240,0,4,0,0,49152,8,0,8,1048576,0,1720,0
332,0,0,0,4,0,0,12288,8,0,3,1048576,0,0,0
332,28,66960,6,6,603200,23253,65536,9,0,4,262144,320,369280,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,2236,0
332,0,0,0,5,0,0,4096,9,0,6,1048576,0,6912,0
332,28,502144,0,4,0,0,499712,8,0,5,1048576,0,20772,0
332,0,0,0,4,0,0,8192,5,12,4,1048576,0,290012,0
332,0,0,0,4,0,0,223380,2,50,5,1048576,0,576,0
332,56,84848,0,4,0,0,8192,48,0,3,1048576,34144,43936,0
332,28,466768,0,4,0,0,8192,48,0,3,1048576,34144,1348,0
34404,28,31724,0,5,0,0,0,11,0,3,0,33088,1260,0
332,84,10416,10,10,0,0,143360,14,10,7,262144,49600,66880,0
34404,84,122912,10,10,140832,232,119296,14,10,6,262144,16736,7696,0
332,112,4461664,0,6,4853008,11300,3469312,14,10,6,1048576,16704,129880,1
332,28,23252,0,4,0,0,8192,8,0,3,1048576,1024,1184,0
